image_name,face_id,yaw,pitch,roll,face_detected,Label
11 137.jpg,face_1,1.048410416,-5.333641052,-0.078161202,Detected,Normal
11 139.jpg,face_1,-6.349039078,-13.42014217,-0.156213433,Detected,Normal
11 140.jpg,face_1,-7.368987083,-12.57729626,-0.316787988,Detected,Normal
11 142.jpg,face_1,-8.438901901,-12.96016979,-0.315034449,Detected,Normal
11 143.jpg,face_1,-7.689880371,-11.96689892,-0.361640334,Detected,Normal
11 145.jpg,face_1,-5.748257637,-10.64111519,-1.321023226,Detected,Normal
11 149.jpg,face_1,-9.099437714,-12.16082954,0.356694937,Detected,Normal
11 164.jpg,face_1,-6.047834396,-11.83882427,-0.808540225,Detected,Normal
11 168.jpg,face_1,1.080684423,-4.500608444,2.471829176,Detected,Normal
11 169.jpg,face_1,0.431049436,-10.21002388,-4.490406513,Detected,Normal
11 171.jpg,face_1,-0.388462424,-5.672224045,2.470837116,Detected,Normal
11 176.jpg,face_1,-8.468954086,-10.63055325,-0.757944942,Detected,Normal
11 177.jpg,face_1,-8.092734337,-10.1886158,-1.104791641,Detected,Normal
11 179.jpg,face_1,0.029377898,-4.974888802,2.542798519,Detected,Normal
11 180.jpg,face_1,-6.57151556,-10.1009922,-2.174423695,Detected,Normal
11 182.jpg,face_1,-5.569791317,-9.795732498,-1.902786732,Detected,Normal
11 183.jpg,face_1,-0.219640598,-7.197831631,2.172939301,Detected,Normal
11 184.jpg,face_1,-5.345433712,-9.419202805,-2.292614698,Detected,Normal
11 185.jpg,face_1,-5.146101952,-9.696274757,-2.488764524,Detected,Normal
11 187.jpg,face_1,-0.223834753,-5.584616661,2.803779125,Detected,Normal
11 192.jpg,face_1,-0.258076012,-5.967242718,2.869401455,Detected,Normal
11 193.jpg,face_1,-0.1773853,-5.605942726,2.393019676,Detected,Normal
11 194.jpg,face_1,0.01944991,-7.014964104,2.179271221,Detected,Normal
11 201.jpg,face_1,0.0518324,-7.049657345,2.467912674,Detected,Normal
11 202.jpg,face_1,-0.434923857,-5.83320713,2.919264793,Detected,Normal
11 206.jpg,face_1,-0.518505752,-7.282706261,2.045753002,Detected,Normal
11 207.jpg,face_1,-0.559749603,-7.078582764,2.326078415,Detected,Normal
11 208.jpg,face_1,-0.693718433,-6.863800049,2.369220734,Detected,Normal
11 210.jpg,face_1,-0.692899168,-7.599552155,2.413998127,Detected,Normal
11 215.jpg,face_1,-5.399067879,-10.47654724,-2.243638039,Detected,Normal
11 216.jpg,face_1,-5.302462578,-10.75029945,-1.777304888,Detected,Normal
11 217.jpg,face_1,-5.700346947,-10.25024605,-1.202940226,Detected,Normal
11 222.jpg,face_1,-1.023517609,-5.823834896,3.119214058,Detected,Normal
11 225.jpg,face_1,-1.107452273,-6.510416031,2.887941122,Detected,Normal
11 227.jpg,face_1,-7.317988396,-11.15576935,-1.804273129,Detected,Normal
11 229.jpg,face_1,-6.54974556,-10.6315937,-1.887958765,Detected,Normal
11 230.jpg,face_1,-0.740672827,-6.782529354,2.298958778,Detected,Normal
11 231.jpg,face_1,-6.78113699,-10.29658794,-1.946114302,Detected,Normal
11 232.jpg,face_1,-7.780345917,-10.22246933,-2.038940191,Detected,Normal
11 234.jpg,face_1,-3.148974895,-11.22712517,-0.590546191,Detected,Normal
11 235.jpg,face_1,-1.276320457,-4.705380917,2.978203297,Detected,Normal
11 236.jpg,face_1,-1.71050632,-5.796700478,3.01950407,Detected,Normal
11 237.jpg,face_1,-2.327306509,-5.746463776,2.849165678,Detected,Normal
11 242.jpg,face_1,-2.764511108,-6.563628197,2.606193066,Detected,Normal
11 246.jpg,face_1,-1.770865917,-6.605185509,2.841381788,Detected,Normal
11 247.jpg,face_1,-0.991588831,-6.606612206,2.784272909,Detected,Normal
11 249.jpg,face_1,-1.144520521,-6.004714012,2.650660992,Detected,Normal
11 250.jpg,face_1,-1.328446746,-5.010848522,2.709802151,Detected,Normal
11 251.jpg,face_1,-8.039768219,-10.71479607,-0.813555658,Detected,Normal
11 252.jpg,face_1,-8.188114166,-9.443992615,-1.088177562,Detected,Normal
11 253.jpg,face_1,-7.874979019,-9.822719574,-1.256732702,Detected,Normal
11 256.jpg,face_1,-2.760192633,-5.665431976,2.75604105,Detected,Normal
11 267.jpg,face_1,-2.742651701,-6.966710567,2.615005732,Detected,Normal
11 269.jpg,face_1,-3.25188446,-5.277880669,3.077502966,Detected,Normal
11 271.jpg,face_1,-2.411410332,-6.483612061,3.270986319,Detected,Normal
11 272.jpg,face_1,-2.58709693,-5.489002228,3.838148832,Detected,Normal
11 277.jpg,face_1,-2.235586643,-6.029403687,3.254120588,Detected,Normal
11 280.jpg,face_1,-2.432193279,-6.203886986,3.978229523,Detected,Normal
11 282.jpg,face_1,-9.001882553,-9.192375183,-1.215528727,Detected,Normal
11 284.jpg,face_1,-8.762083054,-8.291735649,-0.725982547,Detected,Normal
11 285.jpg,face_1,-6.401242256,-8.853542328,-0.635767579,Detected,Normal
11 287.jpg,face_1,-5.598327637,-9.632324219,-1.796482921,Detected,Normal
11 291.jpg,face_1,-2.744360685,-3.330474854,1.791165113,Detected,Normal
11 292.jpg,face_1,-4.091468811,-6.151425838,0.666395366,Detected,Normal
11 293.jpg,face_1,-7.394688606,-10.19321632,-0.712422729,Detected,Normal
11 294.jpg,face_1,-5.883944511,-9.566094398,-0.970739126,Detected,Normal
11 296.jpg,face_1,-3.81064415,-9.487552643,-2.285685062,Detected,Normal
11 297.jpg,face_1,-4.507913589,-9.252199173,-2.124132395,Detected,Normal
11 298.jpg,face_1,-5.924548149,-8.716269493,-1.225393772,Detected,Normal
11 301.jpg,face_1,-3.056308746,-5.102266312,2.64052248,Detected,Normal
11 303.jpg,face_1,-3.48069334,-5.015938759,2.651607752,Detected,Normal
11 304.jpg,face_1,-3.883868694,-5.762923241,2.510712147,Detected,Normal
11 305.jpg,face_1,-4.243453503,-6.339915276,2.487199545,Detected,Normal
11 306.jpg,face_1,-8.498983383,-10.72169018,1.344346762,Detected,Normal
11 307.jpg,face_1,-9.028348923,-9.084778786,0.051146612,Detected,Normal
11 310.jpg,face_1,-2.296909332,-3.716578245,3.016725063,Detected,Normal
11 312.jpg,face_1,-2.761790752,-4.024279594,2.8551507,Detected,Normal
11 313.jpg,face_1,-2.979175091,-3.809180975,2.80701685,Detected,Normal
11 315.jpg,face_1,-10.38908005,-8.483014107,-1.158263922,Detected,Normal
11 316.jpg,face_1,-9.890487671,-9.82442379,-1.181579113,Detected,Normal
11 317.jpg,face_1,-3.400356293,-4.533936501,2.526077747,Detected,Normal
11 321.jpg,face_1,-6.168798447,-9.052913666,-1.970925212,Detected,Normal
11 327.jpg,face_1,-2.467406273,-5.043353558,4.17661953,Detected,Normal
11 330.jpg,face_1,-3.278755188,-4.838956356,4.302770615,Detected,Normal
11 333.jpg,face_1,-8.29548645,-9.786455154,-0.875861406,Detected,Normal
11 334.jpg,face_1,-6.857236385,-9.11167717,-1.623283148,Detected,Normal
11 336.jpg,face_1,-5.328876495,-9.897128105,-0.549287498,Detected,Normal
11 337.jpg,face_1,-4.967790604,-10.64296532,-1.622802258,Detected,Normal
11 338.jpg,face_1,-2.990117073,-4.550607681,4.334422588,Detected,Normal
11 343.jpg,face_1,-1.805321693,-6.076252937,3.889921904,Detected,Normal
11 348.jpg,face_1,-2.910563231,-6.002421379,3.332077503,Detected,Normal
11 357.jpg,face_1,-2.981705427,-5.196866989,3.840114117,Detected,Normal
11 358.jpg,face_1,-2.324543953,-4.809660912,3.618448019,Detected,Normal
11 359.jpg,face_1,-2.74896884,-5.457110882,4.009222984,Detected,Normal
11 360.jpg,face_1,-2.060771465,-5.292240143,3.857262135,Detected,Normal
11 361.jpg,face_1,1.939932227,-10.85185909,-1.792681098,Detected,Normal
11 364.jpg,face_1,2.806831121,-10.23908901,-1.650194407,Detected,Normal
11 365.jpg,face_1,1.761454821,-11.15572643,-1.306023598,Detected,Normal
11 366.jpg,face_1,1.23471868,-11.73681927,-1.35676074,Detected,Normal
11 367.jpg,face_1,1.772666931,-11.96980286,-1.435854316,Detected,Normal
11 368.jpg,face_1,1.294923544,-11.80920982,-1.886252403,Detected,Normal
11 369.jpg,face_1,-0.347293377,-11.47443008,-1.381644964,Detected,Normal
11 370.jpg,face_1,-2.488138199,-11.29738903,-0.457685649,Detected,Normal
11 372.jpg,face_1,-3.72504425,-10.89114285,0.489019245,Detected,Normal
11 376.jpg,face_1,-2.608340263,-3.851026535,3.278264523,Detected,Normal
11 383.jpg,face_1,-1.890493393,-7.269021034,3.782576084,Detected,Normal
11 389.jpg,face_1,-0.479413003,-11.14043808,-0.730677366,Detected,Normal
11 391.jpg,face_1,-0.589809477,-11.00675583,-0.829622149,Detected,Normal
11 392.jpg,face_1,-2.378430128,-6.653464317,3.221896172,Detected,Normal
11 394.jpg,face_1,-2.334169388,-7.557319641,2.794147253,Detected,Normal
11 395.jpg,face_1,-1.970110655,-7.292849541,3.235957623,Detected,Normal
11 396.jpg,face_1,0.034667682,-9.914825439,-1.166538715,Detected,Normal
11 399.jpg,face_1,-3.290328979,-4.175686836,4.453799248,Detected,Normal
11 407.jpg,face_1,-2.788960934,-5.759760857,3.719434738,Detected,Normal
11 408.jpg,face_1,1.180945039,-11.1816473,-1.68741107,Detected,Normal
11 410.jpg,face_1,-2.609506607,-6.508191586,3.298201561,Detected,Normal
11 411.jpg,face_1,-2.862542868,-5.988656521,3.432253599,Detected,Normal
11 414.jpg,face_1,-2.708199501,-4.595668793,3.514893293,Detected,Normal
11 419.jpg,face_1,2.421949625,-9.195983887,-2.507279396,Detected,Normal
11 421.jpg,face_1,-2.077073097,-3.724450111,3.578015804,Detected,Normal
11 425.jpg,face_1,-3.291375637,-5.20835495,3.455425978,Detected,Normal
11 426.jpg,face_1,-3.216040373,-7.552356243,-1.325218678,Detected,Normal
11 427.jpg,face_1,-3.087224007,-8.685770035,-1.194894314,Detected,Normal
11 428.jpg,face_1,-3.994298458,-10.1683073,-0.897799194,Detected,Normal
11 431.jpg,face_1,-0.907903314,-6.113610744,4.462615013,Detected,Normal
11 432.jpg,face_1,-0.541821659,-6.014546394,3.490231514,Detected,Normal
11 433.jpg,face_1,-0.800633371,-5.910179138,3.133905411,Detected,Normal
11 436.jpg,face_1,-1.329426765,-5.845769882,3.238932371,Detected,Normal
11 437.jpg,face_1,-1.524329662,-6.140309334,2.774951458,Detected,Normal
11 438.jpg,face_1,-1.768938422,-5.738437653,3.076591492,Detected,Normal
11 449.jpg,face_1,-0.391159028,-8.233386993,-0.121716782,Detected,Normal
11 450.jpg,face_1,-2.970774174,-4.282810688,2.534642696,Detected,Normal
11 451.jpg,face_1,0.199100018,-8.935884476,-0.839010417,Detected,Normal
11 452.jpg,face_1,0.080791429,-9.432268143,-1.056537867,Detected,Normal
11 453.jpg,face_1,-0.516808748,-9.115389824,-0.690423429,Detected,Normal
11 454.jpg,face_1,-2.86282897,-9.511083603,-0.153377578,Detected,Normal
11 457.jpg,face_1,-2.145019531,-9.427599907,-0.683362365,Detected,Normal
11 458.jpg,face_1,-1.141733527,-9.206249237,-0.768643141,Detected,Normal
11 459.jpg,face_1,0.26493451,-8.354219437,-0.852445304,Detected,Normal
11 461.jpg,face_1,-2.831741333,-4.164453506,2.723902702,Detected,Normal
11 462.jpg,face_1,-4.005048752,-3.513532639,3.845859528,Detected,Normal
11 463.jpg,face_1,-4.467368126,-3.000164747,3.21962142,Detected,Normal
11 466.jpg,face_1,-3.678371906,-4.683513641,3.929331541,Detected,Normal
11 467.jpg,face_1,-2.656877041,-4.480741501,4.002549648,Detected,Normal
11 469.jpg,face_1,-2.923584938,-4.902080536,4.048374176,Detected,Normal
11 470.jpg,face_1,0.816082001,-6.999048233,-0.810971618,Detected,Normal
11 471.jpg,face_1,-3.163867474,-5.146531105,3.417357922,Detected,Normal
11 478.jpg,face_1,-2.595851898,-5.86354351,3.293950081,Detected,Normal
11 480.jpg,face_1,-2.71069026,-4.704312801,3.205574036,Detected,Normal
11 482.jpg,face_1,-2.443417072,-4.996539593,3.596704006,Detected,Normal
11 483.jpg,face_1,-2.276248217,-4.859811306,3.621078491,Detected,Normal
11 484.jpg,face_1,-0.999643683,-7.152308464,0.182089493,Detected,Normal
11 486.jpg,face_1,-0.665491402,-6.65171814,0.40227899,Detected,Normal
11 487.jpg,face_1,-1.068182588,-6.470712185,0.261643887,Detected,Normal
11 488.jpg,face_1,-1.461344123,-6.88662672,0.123217009,Detected,Normal
11 489.jpg,face_1,-1.399221778,-6.583174706,-0.043704271,Detected,Normal
11 491.jpg,face_1,-0.480815649,-7.280692101,-0.418048799,Detected,Normal
11 492.jpg,face_1,0.021427117,-7.751719475,-0.839204788,Detected,Normal
11 498.jpg,face_1,-0.170994624,-8.290481567,-0.981784582,Detected,Normal
11 499.jpg,face_1,-2.645273685,-5.437581062,3.880634069,Detected,Normal
11 501.jpg,face_1,-0.613301694,-7.744033337,-0.636976242,Detected,Normal
11 502.jpg,face_1,0.432579041,-8.014026642,-0.804976463,Detected,Normal
11 504.jpg,face_1,-2.888434887,-5.553538799,3.729703665,Detected,Normal
11 507.jpg,face_1,-3.074285507,-4.446075916,3.910409451,Detected,Normal
11 508.jpg,face_1,-3.327977657,-4.442250729,4.885201454,Detected,Normal
11 509.jpg,face_1,-3.831890821,-3.898581266,3.339705229,Detected,Normal
11 510.jpg,face_1,-5.095762253,-3.53881979,2.789140463,Detected,Normal
11 512.jpg,face_1,-2.685035229,-5.641442776,4.895165443,Detected,Normal
11 515.jpg,face_1,0.487709701,-8.15222168,-1.330172539,Detected,Normal
11 520.jpg,face_1,-2.529213905,-4.872076035,4.278375626,Detected,Normal
11 523.jpg,face_1,-2.831734419,-4.643164635,3.132668018,Detected,Normal
11 526.jpg,face_1,-2.42624712,-5.155105591,3.335805893,Detected,Normal
11 530.jpg,face_1,-3.055798292,-4.752215385,3.8587327,Detected,Normal
11 532.jpg,face_1,-1.050439596,-8.433650017,-0.259126663,Detected,Normal
11 533.jpg,face_1,0.696221352,-7.60119009,1.288745284,Detected,Normal
11 535.jpg,face_1,-2.560862303,-5.607728481,3.178827047,Detected,Normal
11 537.jpg,face_1,0.117699221,-7.680955887,1.021896362,Detected,Normal
11 538.jpg,face_1,-0.758160114,-8.205986023,0.69637841,Detected,Normal
11 540.jpg,face_1,-0.292230159,-8.652853012,0.514278054,Detected,Normal
11 541.jpg,face_1,0.077201463,-8.619974136,0.311837167,Detected,Normal
11 544.jpg,face_1,-1.905995369,-5.368382454,3.151156425,Detected,Normal
11 551.jpg,face_1,2.187607288,-3.569523573,0.149791092,Detected,Normal
11 554.jpg,face_1,-4.334820747,-9.563537598,1.223328829,Detected,Normal
11 555.jpg,face_1,-2.767327785,-8.172374725,0.992119312,Detected,Normal
11 557.jpg,face_1,-1.63240087,-6.286260128,0.191908449,Detected,Normal
11 558.jpg,face_1,-1.066253304,-4.589339733,1.622999549,Detected,Normal
11 559.jpg,face_1,0.56281364,-8.339410782,-0.693066239,Detected,Normal
11 563.jpg,face_1,-1.985712528,-6.360135555,2.382902622,Detected,Normal
11 570.jpg,face_1,2.056012154,-10.98965263,-1.686728358,Detected,Normal
11 571.jpg,face_1,4.594672203,-10.6301384,-3.964011669,Detected,Normal
11 572.jpg,face_1,4.198886395,-11.49383831,-2.718495846,Detected,Normal
11 574.jpg,face_1,2.358343124,-11.40620422,-2.326511383,Detected,Normal
11 575.jpg,face_1,1.870803237,-11.78953552,-1.582957745,Detected,Normal
11 578.jpg,face_1,-1.923711777,-5.852872372,3.82195735,Detected,Normal
11 581.jpg,face_1,-2.614264488,-4.211706161,4.21854496,Detected,Normal
11 583.jpg,face_1,2.566383362,-11.06563759,-1.941648841,Detected,Normal
11 588.jpg,face_1,-3.175695419,-3.833175182,3.986965179,Detected,Normal
11 593.jpg,face_1,-3.551304579,-3.897525311,4.597892761,Detected,Normal
11 595.jpg,face_1,-4.945774078,-4.247932434,3.707125187,Detected,Normal
11 596.jpg,face_1,-4.271486282,-3.395074368,3.907355309,Detected,Normal
11 597.jpg,face_1,-4.484250546,-2.049651861,4.025882721,Detected,Normal
11 599.jpg,face_1,-3.328618526,-6.042748928,3.721539021,Detected,Normal
11 602.jpg,face_1,4.492574215,-7.432082176,-2.291375875,Detected,Normal
11 611.jpg,face_1,-3.560138702,-5.368209839,4.129943371,Detected,Normal
11 626.jpg,face_1,-5.425008297,-9.486135483,1.397519588,Detected,Normal
11 627.jpg,face_1,-5.505016327,-8.98651123,1.332820773,Detected,Normal
11 628.jpg,face_1,-2.203563929,-5.937348366,3.255172491,Detected,Normal
11 636.jpg,face_1,-1.721664429,-10.45336056,-0.630732298,Detected,Normal
11 659.jpg,face_1,-8.593355179,-8.548305511,1.391019583,Detected,Normal
11 661.jpg,face_1,-2.110422134,-5.949923992,4.086227894,Detected,Normal
11 664.jpg,face_1,-4.50535202,-8.411901474,0.336595178,Detected,Normal
11 677.jpg,face_1,-5.010334015,-9.432130814,-0.610587478,Detected,Normal
11 678.jpg,face_1,-4.064259529,-8.155662537,-0.83989495,Detected,Normal
11 679.jpg,face_1,-3.536035299,-8.974964142,-0.96589148,Detected,Normal
11 680.jpg,face_1,-3.14718318,-8.298910141,-1.169807792,Detected,Normal
11 683.jpg,face_1,-5.310070992,-8.86730957,0.176407635,Detected,Normal
11 684.jpg,face_1,-6.30173254,-8.987024307,-0.083949022,Detected,Normal
11 685.jpg,face_1,2.52747488,-8.35820961,2.172940731,Detected,Normal
11 688.jpg,face_1,-4.108397007,-9.209062576,-0.738571405,Detected,Normal
11 703.jpg,face_1,-4.578742981,-8.318160057,-1.919432402,Detected,Normal
11 704.jpg,face_1,-4.666287899,-8.450512886,-1.504354239,Detected,Normal
11 705.jpg,face_1,-4.569236755,-8.247447968,-1.330017567,Detected,Normal
11 721.jpg,face_1,-1.586666942,-6.644113064,5.429049492,Detected,Normal
11 722.jpg,face_1,-1.133401752,-5.562259197,5.304434776,Detected,Normal
11 724.jpg,face_1,-1.153280139,-6.428781033,5.00906086,Detected,Normal
11 729.jpg,face_1,1.554650068,-7.273015022,4.068031311,Detected,Normal
11 731.jpg,face_1,2.510018826,-6.273729324,2.318657398,Detected,Normal
11 737.jpg,face_1,3.753614426,-6.052256584,1.766102552,Detected,Normal
11 738.jpg,face_1,3.038971663,-5.700307369,1.733868599,Detected,Normal
11 745.jpg,face_1,-5.375185013,-8.461078644,-1.519759059,Detected,Normal
11 750.jpg,face_1,4.481077194,-4.478796959,0.834360301,Detected,Normal
11 754.jpg,face_1,6.152386665,-7.087079525,0.458094686,Detected,Normal
11 758.jpg,face_1,7.756484985,-6.175059319,0.194542497,Detected,Normal
11 760.jpg,face_1,6.751546383,-4.491781235,1.122959137,Detected,Normal
11 762.jpg,face_1,-0.335735053,-10.1788063,-0.68388617,Detected,Normal
11 763.jpg,face_1,-2.073160172,-8.522165298,0.229882941,Detected,Normal
11 767.jpg,face_1,-7.399529934,-9.127264023,0.746003151,Detected,Normal
11 768.jpg,face_1,-8.260206223,-8.622039795,-0.594822407,Detected,Normal
11 769.jpg,face_1,-0.173322499,-6.332758904,1.969790936,Detected,Normal
11 771.jpg,face_1,-5.782048702,-8.389863014,-0.836816549,Detected,Normal
11 772.jpg,face_1,-3.488711834,-8.035219193,-1.693420649,Detected,Normal
11 777.jpg,face_1,-4.308868408,-8.410402298,-1.854334116,Detected,Normal
11 779.jpg,face_1,-3.015929222,-2.879901409,4.359169006,Detected,Normal
11 781.jpg,face_1,-3.279099226,-8.332904816,-1.717405677,Detected,Normal
11 785.jpg,face_1,-0.633362591,-9.845492363,-2.191953659,Detected,Normal
11 794.jpg,face_1,-1.554474354,-5.997834206,2.895446777,Detected,Normal
11 796.jpg,face_1,-1.49550283,-6.013094902,3.047615767,Detected,Normal
11 797.jpg,face_1,-1.876599789,-6.458300591,2.737475872,Detected,Normal
11 798.jpg,face_1,-1.47419858,-6.516582489,3.334035635,Detected,Normal
11 802.jpg,face_1,-1.302644014,-6.80299139,2.153497934,Detected,Normal
11 803.jpg,face_1,-1.209873557,-6.189530849,2.443663597,Detected,Normal
11 806.jpg,face_1,-4.541799068,-9.480096817,-1.553963184,Detected,Normal
11 810.jpg,face_1,-0.726115227,-6.48760891,2.290663719,Detected,Normal
11 811.jpg,face_1,-1.028689742,-6.335418224,2.212409973,Detected,Normal
11 819.jpg,face_1,0.017733216,-6.998677254,3.134168625,Detected,Normal
11 820.jpg,face_1,0.135773152,-7.164797783,3.405890942,Detected,Normal
11 822.jpg,face_1,-6.088309288,-8.724294662,-0.147114486,Detected,Normal
11 823.jpg,face_1,0.332867622,-6.446183205,3.008718014,Detected,Normal
11 824.jpg,face_1,0.648520827,-6.678020477,2.845066071,Detected,Normal
11 827.jpg,face_1,2.391059637,-8.394435883,2.423223019,Detected,Normal
11 828.jpg,face_1,2.187718153,-8.263647079,2.857663631,Detected,Normal
11 829.jpg,face_1,1.282353401,-9.702368736,-3.989249706,Detected,Normal
11 831.jpg,face_1,2.728543758,-7.450578213,3.003376007,Detected,Normal
11 835.jpg,face_1,-2.42956996,0.783330083,0.797002971,Detected,Normal
11 837.jpg,face_1,2.588584423,-7.942680359,3.171809196,Detected,Normal
11 838.jpg,face_1,2.598039389,-7.871404171,3.217370033,Detected,Normal
11 841.jpg,face_1,2.525625944,-6.58058548,3.426350355,Detected,Normal
11 842.jpg,face_1,-0.912165821,-7.820573807,-1.575928211,Detected,Normal
11 843.jpg,face_1,2.122461319,-7.492856503,3.353506088,Detected,Normal
11 855.jpg,face_1,-0.594588876,-8.741827011,-1.70950675,Detected,Normal
11 870.jpg,face_1,-4.0771842,-8.336195946,-0.275632828,Detected,Normal
11 900.jpg,face_1,-2.837778807,-9.07049942,-0.564182341,Detected,Normal
11 901.jpg,face_1,0.968323886,-8.096392632,-1.229972839,Detected,Normal
12 0009.jpg,face_1,9.5921278,-12.32329559,-4.061496735,Detected,Abnormal
12 0010.jpg,face_1,7.74098587,-13.8938055,-3.707338095,Detected,Abnormal
12 0011.jpg,face_1,7.598651886,-14.87919617,-3.928080559,Detected,Abnormal
12 0013.jpg,face_1,8.390464783,-13.9241972,-3.557933807,Detected,Abnormal
12 0016.jpg,face_1,6.689750671,-12.25879192,-3.255905151,Detected,Normal
12 0017.jpg,face_1,0.448172897,-13.0832901,-2.750239849,Detected,Normal
12 0018.jpg,face_1,-6.638728619,-11.58271408,-2.172433376,Detected,Abnormal
12 0019.jpg,face_1,-6.671306133,-11.63456249,-2.119046211,Detected,Abnormal
12 0021.jpg,face_1,-6.789428711,-11.69278717,-2.159990788,Detected,Abnormal
12 0022.jpg,face_1,-6.781237602,-11.96998787,-1.987799048,Detected,Abnormal
12 0023.jpg,face_1,-6.630748272,-12.01113033,-2.000718117,Detected,Abnormal
12 0025.jpg,face_1,-8.174373627,-10.75118256,-1.938690543,Detected,Abnormal
12 0026.jpg,face_1,-8.064195633,-10.78827667,-1.727725387,Detected,Abnormal
